,id,cws_id,image_url,name,age_months,gender,breed,primary_color,description,details,playful,active,curious,talkative,quiet,loving,sweet,likes_held,friendly,shy,spicy,loves_attention,age_group,energy_level,attention_need,personality,fosterer,good_first_cat,good_with_other_cats,good_with_other_dogs,good_with_kids,preferred_employment,preferred_home_ownership,good_with_allergies,require_fee,created_at,updated_at
125,5fc8e4f7-12b7-4e61-8d98-5a5a4a643652,1681491409-189,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491409-189.jpg,"Fudge and Nara, the loving mother and son duo",8,male,domestic short hair,ginger,"loving, sweet","fudge and nara were rescued from an industrial area with many oil barrels and rusty metal lying around. the workers pleaded with us to take them in as they felt that it would be better for them to grow up in a more salubrious environment, sheltered from the elements and basking in the love of a family that can give them more time and attention. nara was just a tiny little kitten when he was first rescued, and he was still drinking his mummy fudge’s milk back then. sooo cute
nara and fudge would do well in a home environment. they love to chill with their fosterer and would always follow her around the house and roll over for rubs and kisses. nara enjoys being cuddled and loves jumping onto her fosterer’s shoulder haha. fudge always rolls over for a belly rub. they are just too cute!
little nara and fudge have been waiting for about 6 months for their furever home. they are the sweetest pair and would surely bring much joy to your family. nara’s little sister ponyo and ponyo’s mummy mae have been adopted, leaving poor fudge and nara behind. please give them a home if you can. thank you so much  *hugs and kisses from fudge and nara*
nara:

-8
months (male ginger & white kitten)

-sterilised

-fiv/felv negative

-really affectionate, always jumping onto her fosterer’s shoulder and purring really loudly
fudge:


-2 years old (calico mummy)

-sterilised

-fiv/felv negative

-shy but really affectionate and a dear once she gets to know you",False,False,False,False,False,True,True,False,False,False,False,False,kitten,chill,neutral,sweet,1,neutral,yes,neutral,neutral,working full time,owned,no allergies,yes,2023-05-15T02:51:35.421Z,2023-05-15T02:51:35.421Z
126,d6652135-f072-4c29-bf6f-b2f29d98901e,1681491891-403,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491891-403.jpg,Kaya,39,female,domestic short hair,calico/tortie,"loving, sweet, friendly","introducing kaya.  a tame and a gentle cat, about 3+ years old sterilized. she enjoys getting petted. while small in size, kaya has a big personality and loves people.   she enjoys her mealtimes and loves wet food.
kaya was cruelly abandoned in one late night at the void deck and rescued by a feeder.
if you would like to meet kaya , willing to cat-proof the home and provide a mixture of good quality soft and dry food, please contact 9620 9976.",False,False,False,False,False,True,True,False,True,False,False,False,adult,chill,neutral,sweet,7,neutral,neutral,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:49.262Z,2023-05-15T02:51:49.262Z
127,54b908dd-a325-459a-bdcb-5b1901d8324e,1681491254-120,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491254-120.jpg,BoyBoy the oriental mix tabby cat,72,male,pedigree/cross,white,"quiet, loving, sweet, shy","boyboy the oriental mix tabby cat was rescued by senior rescuer aunty alice after he was abandoned by his ex owners. boyboy was terrorized by other community cats in the past and had suffered injuries as a result. seeing that he is scared and shy, aunty alice decides to rescue him in the hope of finding a new home for her. however, alice’s health has deteriorated and is not able to actively find a home for boyboy.it is important for potential adopter to be patient with boyboy and to let him bloom into the confident boy that he is.
boyboy is however only suitable for one cat family as he can’t get
 along with other cats. he is a laid back cat and likes to sleep a lot. he loves head and body rubs. he also loves to circle round peoples’ legs and rub them with his head.
if you are a genuine adopter and if you can accept the below criteria, do contact aunty alice at 9149 6338

primary caregiver/adopter must be a working adult as keeping a cat is a lifetime commitment with financial responsibilities.
cat must be kept indoors
meshing and/or installing appropriate grilles is a must for windows/gates.
cat must be fed good quality wet & dry food.
cat must be given the necessary vet care as and when needed (eg annual vaccination & check-ups).
adoption fee & signing of adoption contract applies.
allowing a pre-adoption home visit and periodic home visits by fosterer when the cat is adopted.",False,False,False,False,True,True,True,False,False,True,False,False,adult,chill,independent,sweet,7,neutral,no,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:11.735Z,2023-05-15T02:51:11.735Z
128,71c3c414-c834-4ef0-b749-84be825f9321,1681491668-305,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491668-305.jpg,Bailey,60,male,domestic short hair,others,"loving, sweet","bailey was abandoned by his family when they moved house. he walked a long way looking for them until, tired and exhausted, he curled up on an overpass. a group of school girls coming home noticed him and soon the feeder came to his rescue. bailey a super sweet cuddle bear and a absolute lap cat!!!!  he is neutered,  vaccinated,  dewormed, litter trained. he is also fiv/felv negative. adopters must mesh necessary areas of the house and keep him indoors.",False,False,False,False,False,True,True,False,False,False,False,False,adult,chill,neutral,sweet,1,neutral,neutral,neutral,neutral,working full time,owned,no allergies,yes,2023-05-15T02:51:39.489Z,2023-05-15T02:51:39.489Z
129,a73d2952-5385-47fa-a5ec-22cad22c91d1,1681491212-101,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491212-101.jpg,McGonagall,12,female,domestic short hair,tabby,"loving, sweet, shy","mama mcgonagall is gentle and sweet darling who warms up to people pretty quickly, but with all other animals, would still need time and space to settle in a new environment. her love language is acts of service because once u help her around, like cleaning her toilet, giving her pets when she asks for it, and taking care of her children, etc, she gets very attached to you! she absolutely love but and belly rubs and will flop down for you to pet her! she also surprisingly, responds to the name mama and will usually come when called! she’s also a very smart girl, if she knows she did something she’s not supposed to, she’ll quietly walk back to her cage and pretends she’s a good girl there haha!",False,False,False,False,False,True,True,False,False,True,False,False,kitten,chill,independent,sweet,3,neutral,neutral,neutral,neutral,working full time,owned,no preference,yes,2023-05-15T02:51:11.629Z,2023-05-15T02:51:11.629Z
130,3e1dfcce-2159-4cfd-8044-a84cb0afdd87,1681491806-365,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491806-365.jpg,"Adopt Oyster – Cute, one-of-a-kind Tortie!",36,female,domestic short hair,calico/tortie,spicy,"oyster, rescued from an offshore island is looking for a forever home.
purrsonality & deets:

– not angry, just sassy

– est. 3-4 yr old, female, tortie

– sterilised, microchipped, vaccinated, fiv/felv negative

– litter-trained

– has a thing for earl grey the tabby boy so you can adopt them together or you can adopt her alone
if you can meet the adoption requirements below and keen to meet her, please complete the form here:

https://forms.gle/l2vjurwshowewnqda
1. primary caregiver/adopter must be a working adult as having a cat is a lifetime commitment (15-20 years) with financial responsibilities.

2. you/your family own the place of residence or have obtained prior approval from the landlord to keep a pet and to catproof the home if renting. if you are only renting a room in the house, we will not be able to accept your adoption application.

3. meshing/netting or installing small grilles (1.5/2-inch gap) is a must for windows/gates to prevent the cat from escaping or falling from height.

4. cat must be kept indoors only and not in a cage. if bringing the cat out for walks, to put on a harness and a leash on the cat.

5. cat is to be given necessary vet care as needed (vaccinations, check-ups etc.).

6. cat must be fed good quality cat food.

7. to allow a pre-adoption home visit and possibly post-adoption visits by fosterer/rescuer (by appointment only).

8. to sign the adoption contract and pay a small adoption fee to offset part of the vet costs incurred. vet bills and documentation will be handed over upon signing of the adoption contract.",False,False,False,False,False,False,False,False,False,False,True,False,adult,chill,neutral,spicy,8,neutral,yes,neutral,neutral,student,parents,no allergies,yes,2023-05-15T02:51:46.043Z,2023-05-15T02:51:46.043Z
131,b1feefd8-b2d7-433f-b725-8700f00b9ef2,1681491500-230,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491500-230.jpg,Yokai,36,female,domestic short hair,tabby,"playful, curious, loving, shy","meet yokai, a fiesty but lovable cat. it may take her a while to warm up to people, but some of her hobbies are, playing with her siblings and going for exploration adventures the house! she also loves admiring the view outside the window and watching the birds on the window sill. her favourite toys are anything crinkly, or anything on a stick!
with her light brown fur and yellow eyes, yokai is a very beautiful cat. she is also streilized and needs to be kept indoors at all times. if you are interested to meet yokai, and willing to cat proof the house, do contact rachel at 96921449",True,False,True,False,False,True,False,False,False,True,False,False,adult,high energy,independent,sweet,7,neutral,neutral,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:13.208Z,2023-05-15T02:51:13.208Z
132,c906f542-0b14-4e02-be79-ee3fd9d3a3e4,1681491525-241,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491525-241.jpg,Bubu,60,female,domestic short hair,ginger,no description available,"bubu is a 5 year old female who cat who has undergone sterilisation. she is a mix breed of ragdoll persian. she love kids. no medical history. my 11 month old daughter has asthma with pet danders & fur triggers it thus, i have to put bubu up for adoption.",False,False,False,False,False,False,False,False,False,False,False,False,adult,chill,neutral,neutral,3,neutral,neutral,neutral,yes,working full time,owned,no preference,yes,2023-05-15T02:51:19.262Z,2023-05-15T02:51:19.262Z
133,03d5f1a2-b783-4b04-b619-56d00a1c3129,1681491123-61,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491123-61.jpg,"Kylie, 9 months old kitten – Independent and Endearing",9,unknown,domestic short hair,tabby,"loving, sweet, loves attention","kylie (9 month old) was rescued with her 3 kittens from a mrt underground tunnel. being a kitten herself, she survived harsh conditions while providing milk to her 3 kittens. her character blossomed most when she is away from her kittens and we noticed that she would prefer to be isolated away for her kittens while she was in cattery and foster-care.

she loves attention from humans and prefers to be in an one cat household.






details of kylie


– 9 months, female
– sterilisation (scheduled on 15 october 2021- only release to adopter once she has recovered from surgery)
– microchipped
– deflead
– dewormed (twice)
– vaccinated (1st dosage done)


regulations
– potential adopter must okay to fill in adoption questionnaire.
– home viewing is a must.
– home must be cat proof.
– adoption fee towards fosterer to rescue another cat in need.


contact laura at 91761320.",False,False,False,False,False,True,True,False,False,False,False,True,kitten,chill,loves attention,sweet,6,neutral,no,neutral,neutral,working full time,owned,no allergies,no preference,2023-05-15T02:51:23.942Z,2023-05-15T02:51:23.942Z
134,68efb349-705c-47f7-9caf-dd46aa62194a,1681491424-196,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491424-196.jpg,TENZIN – *urgent rehoming*,42,male,domestic short hair,tabby,"playful, loving","hello! my name is tenzin. my foster mommy often calls me ‘paikia’ because she says i behave like a hooligan. but a gentle one


my background is quite messy. i was taken out of a restricted zone by a staff and brought home to avoid being culled by pest control. but i was left at a coffeeshop the next day because the family didn’t allow any cats at home. i was then brought home by someone else but i escaped. eventually i was spotted in a filthy condition, looking pitiful at a playground. i was finally brought into my current foster home and i am now ready to be rehomed.


during my fostering days, my health was in a “yoyo” state and at times, i had to be on medication. i hated that and foster momma had a tough time with me. this is partly why one of my eyes is cloudy as i wasn’t cooperative while i was being medicated for my infected eyes. my fosterer still tried to medicate, else my eye would have been worse. however, the cloudiness did not affect my overall eyesight.


there is a reason why my nickname is hooligan. i don’t like to share my food with other cats or i will smack them. i will also stalk and irritate other cats if i don’t like them. but i am happy to be with humans. i like to play with toys and i like humans to pet me but no cuddling please. i don’t mind being groomed but you have to be patient with me. i will also need 2 litter boxes because i’m a clean freak. if the litter boxes are dirty, i may do it on the floor


i have been longing for a home with my humans whom i can live with for the rest of my life. but i have to be the only cat in the home. i’m not that bad lah cos i did hear foster mummy and daddy say i’m actually very cute.


name: tenzin
gender: male
age: estimated at 3-4 years old
sterilised, vaccinated
fiv and felv negative
overall good temperament and quite playful at times
only suitable for a single cat home


please wa me if you feel that this “hooligan” can bring joy and laughter to your family. cws adoption guidelines will apply.


* cat proofed home. meshing of all windows, gate and balcony. grilles no wider than 2-inches are acceptable


* to be kept strictly indoors. no caging


* good quality wet and dry food


* taken to the vet when required


* a mandatory house assessment pre-adoption and regular updates post-adoption


* a contract is to be signed and an adoption fee of $150 will apply




* adopter to be financially independent to care for him for the next 15-20 years",True,False,False,False,False,True,False,False,False,False,False,False,adult,high energy,neutral,sweet,8,no,no,neutral,neutral,student,parents,no allergies,yes,2023-05-15T02:51:36.062Z,2023-05-15T02:51:36.062Z
135,b79b5e65-621b-4906-aea4-fffef2259fec,1681491440-203,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491440-203.jpg,Sally – 8 mths old tortoiseshell,8,female,domestic short hair,calico/tortie,"quiet, loving, friendly","everyday, when my alarm ring. sally will b the 1st to zoom next to me, soft meow n wait for me to sayang her.then my cats will go near her n groom her. all my cats r ok with her as sally got very good temperamental .
anybody keen to adopt her?

sterilised, microchip, fiv/felv negative. vaccination done. adoption fees $150 (reimbursement of her sterilisation n vaccination, receipts will b shown)
preferred current owner with cat as sally is less than 1 year old. she needs playmate n companion. strictly indoor, fully meshed, safe cat proof house required

do pm me if u r keen to adopt her..tks
pls click on below link -> album to see more pictures of sally

https://m.facebook.com/story.php?story_fbid=133973039258159&id=100079363915623",False,False,False,False,True,True,False,False,True,False,False,False,kitten,chill,independent,sweet,6,neutral,yes,neutral,neutral,working full time,owned,no allergies,no preference,2023-05-15T02:51:36.655Z,2023-05-15T02:51:36.655Z
136,b3c45f40-c7e7-44ac-96fa-7fe9044a2cd7,1681491563-258,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491563-258.jpg,Mocha,24,female,domestic short hair,tabby,"sweet, shy","mocha is a two-year old female tabby.
 she is well behaved, gentle, and munching.
 a bit timid at first, but give her two weeks to a month, she will soon grow attachment to you.
she will welcome you at home, meow at you to stroke her and whenever you walk by. she is very easy to take care of, and will not disturb you when you’re working.
mocha has an auto litter box and an auto feeder. she also has a scratch board/ cat tower.
please take mocha home, or she will be homeless soon.
please contact kimmy at fishkim29@gmail.com.",False,False,False,False,False,False,True,False,False,True,False,False,juvenile,chill,independent,sweet,5,neutral,neutral,neutral,neutral,working part time,rental with landlord’s consent,no allergies,yes,2023-05-15T02:51:15.605Z,2023-05-15T02:51:15.605Z
137,0e81d58c-25dc-4c44-84a8-6f32c894df85,1681491824-373,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491824-373.jpg,Charles the Persian,84,male,pedigree/cross,ginger,loves attention,"charles is 7 years old now, he’s had all his jabs and been de sexed. he is a persian, and has ckd, but it’s very well under control. we just did a full body check up in march 23 and also de wormed him in case. but otherwise he’s healthy!! he needs more attention and love but my family is not able to provide it him as we have are moving and some changes going on.
we used to have another cat so he has lived with another cat, some rough play but not fights! he’s been having some behavioral issues like peeing on our things but we tried an animal communicator and reason was he wanted more attention. we think it would be better if we find a new home now given that we have some changes going on in our family too.",False,False,False,False,False,False,False,False,False,False,False,True,adult,chill,loves attention,neutral,7,neutral,no,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:46.728Z,2023-05-15T02:51:46.728Z
138,270d6802-d731-4fdc-b530-754cf271ad77,1681491661-302,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491661-302.jpg,Lucky Cat,36,unknown,domestic short hair,tabby,"loving, sweet, shy","adoption notice ⁣
lucky is ready for her forever home! she is a sweet and lovable girl, you’ll be lucky to have her! she may take a some time to warm up to you, so adopter must be patient. suitable for new or existing cat owners.
medical background:
• estimated. 3-4 year old
• fully vaccinated
• sterilised and microchipped
• dewormed and deflea
• basic vet check, felv-/fiv-⁣
adopters’ requirements:
• min. 21 years old⁣⁣• gate and windows must be fully meshed (no gaps allowed e.g. half meshed gate will be rejected)
• vet care when necessary ⁣⁣and annual health check
• quality food ⁣and playtime ⁣⁣(strictly no whiskas, friskies, or other supermarket brands)
her new pawrent should also provide lots of love, attention and quality playtime. playtime helps human to bond quickly with their cats. we can provide advice on meshing if you are unsure. they should be fed quality food and go for an annual vet check as a good practice.


if you are keen to adopt lucky, please message us to chat and find out more. basic screening is mandatory for all adopters, we will require you to fill up questionnaire and arrange a video call to meet the cat to ensure that it is a good fit.",False,False,False,False,False,True,True,False,False,True,False,False,adult,chill,independent,sweet,5,yes,neutral,neutral,neutral,working part time,rental with landlord’s consent,no allergies,yes,2023-05-15T02:51:39.324Z,2023-05-15T02:51:39.324Z
139,6ff98fc7-516f-4e06-8cfc-1da42d6ca5d4,1681491125-62,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491125-62.jpg,Friendly Toothless needs a home,6,male,domestic short hair,black,no description available,"this little cutie toothless (so named as he looks like toothless from how to train your dragon!) was caught by us for sterilisation but we could not bear to release him as he is a friendly boy and looks like he belongs in a home, not the streets. the factory that he was from has many heavy trucks plying it and there is metal, sewage and dust in there. we really shudder to think that he would have to grow up in such an environment  please give him a home so that he will not need to return to the factory. thank you
-sterilised
-microchipped
-vaccinated
-estimated age: 6 months",False,False,False,False,False,False,False,False,False,False,False,False,kitten,chill,neutral,neutral,8,neutral,neutral,neutral,neutral,student,parents,no allergies,yes,2023-05-15T02:51:24.068Z,2023-05-15T02:51:24.068Z
140,092e7b53-411b-43d9-8775-2e50326b00a8,1681491337-157,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491337-157.jpg,Mei Mei approx 7 months old.,2,unknown,domestic short hair,others,no description available,"must be able to provide permanent home.  most importantly you must be able to give a lifetime commitment and cat safe environment.
if you are a foreigner living in a rental property, your landlord might not allowed pets. foreigner must be prepared to bring your pet with you when it is time for you to leave singapore.
please text by whatapps only to 98197935 if you like to give them a permanent home.
the following guidelines must be strictly followed:
they must be kept strictly indoors, meaning all your windows and gate must be secured with mesh.

primary adopter should be financially stable, and every member of the household should be agreeable to the adoption.

they must be provided good quality food and regular vet care. they have to be sterilised when they are 6 months old.

adoption house visit, $50 adoption fee.
adoption procedure:
preliminary review via whatsapp/email

potential adopters visit the fosters to meet the kittens

if potential adopter is interested to adopt the kittens, they are to cat proof their house (meshing of windows/gates)

foster to do a house visit to ensure that the potential adopter’s house is cat proofed

if everything is in place, potential adopters can make final preparations to welcome kittens (purchase food, litter, etc)

transfer of kittens would be made, adoption contract signed, and adoption fees paid

foster and adopters to keep in touch for any questions/issues that might arise.

1) please make sure you can give them a lifetime commitment before adopting.

2) ensure your home is cat safe to prevent accidentally falling off from highrise

3) must allowed home vistations.

4) must be kept strictly indoor.
there will be a adoption fee of $50 for both to help with the kitten milk, kibbles and catlitter
they are litterbox trained and on solid food.",False,False,False,False,False,False,False,False,False,False,False,False,kitten,chill,neutral,neutral,7,neutral,neutral,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:32.596Z,2023-05-15T02:51:32.596Z
141,0e659e01-1a27-4aaf-bd43-6597c2c0852b,1681491949-429,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491949-429.jpg,Sesame,42,male,domestic short hair,black,"sweet, friendly","have a look at this sweet gentle cat, sesame. he is about 3+ years old sterilized.  he is great with people and has a good all-round nature. during bath time, he did not hiss or growl and i could see his wonderful, nice personality. he seeks the simplest thing in life – good food. an excellent option for first time cat owner.
sesame was heartlessly abandoned in a carrier outside a resident’s home.  he is currently placed in a boarding home after rescue.
if you would like to meet this lovely boy, willing to cat-proof the home and feed a mixture of good quality soft and dry food, please contact 9620 9976.",False,False,False,False,False,False,True,False,True,False,False,False,adult,chill,neutral,sweet,5,yes,neutral,neutral,neutral,working part time,rental with landlord’s consent,no allergies,yes,2023-05-15T02:51:51.518Z,2023-05-15T02:51:51.518Z
142,4d045fc0-bf21-4602-b51a-b130ee728a78,1681491344-160,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491344-160.jpg,Patches – The affectionate sweetheart,120,female,domestic semi long hair,calico/tortie,"quiet, loving, sweet","patches was a victim of abandonment, left behind when her owners moved out of their condo. since then she lived on the condo grounds and was fed by the security guard and kind residents for approximately 6 years. in 2021 there was a change in condo management and they wanted patches removed. the residents who were feeding her couldn’t take her in and she had to where to go, her eventual fate was to be relocated to an unknown location.
patches is a beautiful senior girl. she is very affectionate towards people, and would make very good company for people looking for a gentle companion.
patches is more suitable for a home with adults only, she is a gentle cat but she prefers a calm and quiet environment. she gets along with other senior cats to a certain degree but a single cat household would be preferred.
bio:
-female
-approximately 10 years old
-fiv/felv negative
-early stage chronic kidney disease (a common health condition amongst senior cats)
-dewormed/defleaed
-vaccinated
please contact me at 8699 6988 for enquiries.
do follow us on instagram @toapayohnorth_strays and @jennlio where you can find out more about our other rescues that are available for adoption, as well as our work with cats in the toa payoh north community.
thank you!",False,False,False,False,True,True,True,False,False,False,False,False,senior,chill,independent,sweet,3,neutral,no,neutral,no,working full time,owned,no preference,yes,2023-05-15T02:51:32.863Z,2023-05-15T02:51:32.863Z
143,b94469fb-6d98-4b31-96ed-a3f7ecfaeee1,1681491054-30,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491054-30.jpg,Friday,36,male,domestic short hair,tabby,"playful, quiet, loving, sweet","friday is a chill and loving cat. loves to play. can be a lap cat given the attention.

he was found at a void deck a couple years ago as a kitten.
owner has recently passed on hence on adoption.
general blood test for liver n kidney function + felv and fiv will be done prior to adoption to ensure all is ok.
if you wish to give friday a loving home, do contact.

cws guidelines in place and house visit will be done",True,False,False,False,True,True,True,False,False,False,False,False,adult,high energy,independent,sweet,4,neutral,neutral,neutral,neutral,working full time,no preference,no allergies,no preference,2023-05-15T02:51:21.153Z,2023-05-15T02:51:21.153Z
144,b8a61414-e2aa-44d2-847c-a0bdc514933e,1681491029-19,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491029-19.jpg,Black Friday needs a home!,18,male,domestic short hair,black,playful,"friday was a young boy rescued from barracks hotel sentosa when i booked the hotel for our 9 years wedding anniversary. he was so skinny and scavenging desperately for food during my 3 night stay. to make matters worse, the hotel management threaten to engage a trapper to catch and put him to sleep. i couldn’t sit back and do nothing hence i went back to the hotel after my staycation to rescue him. currently he’s been waiting for a forever home at a boarding shelter for almost 5 months but i feel he deserve a better living environment and a human to have lots of fun play time with.
he’s only 1 year old and he have been living in the wild behind the hotel so it may take him a bit of time to fit into the new living environment. however, he’s highly motivated by play and i believe the way to connect/bond with him is through play time with lots of teasers and toys as well as his favourite chicken gravy wet food.
friday is best suited for a household without any cat because unfortunately, he’s a felv positive cat. but he’s extremely young and healthy and still have a long journey ahead of him. with quality food and immunity supplement, he is able to lead a normal life like any other cat and i wish to give him a chance to find his pawrent.
i will be providing 3 months worth of wet food as well as his nhv supplement plus new teaser toys & a new cat tree for him if you are a suitable fosterer / adopter. there is zero adoption fees involved. he’s on revolution and vaccinated. in addition, he has gone for a full check up at the vet and both vets diagnosed him as very healthy kitty estimated to be 1-2 years old.
if you are a genuine adopter/fosterer please whatsapp geo at 98255965.

primary adopter must be financially stable as keeping a cat is a lifetime commitment with financial responsibilities.
providing dry & wet food is a must.
cat must be kept strictly
indoors
installation of meshing and/or appropriate grilles is a must for windows/gates.
cat must be given the necessary vet care as and when needed (eg annual vaccination & check-ups).
allowing a pre-adoption home visit and periodic home visits by me when the cat is adopted/fostered.",True,False,False,False,False,False,False,False,False,False,False,False,juvenile,high energy,neutral,neutral,3,neutral,no,neutral,neutral,working full time,owned,no preference,yes,2023-05-15T02:51:19.993Z,2023-05-15T02:51:19.993Z
145,24a51dbe-4a38-4ea5-b4c3-7fb41562f2bf,1681491752-341,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491752-341.jpg,4.5 Months Female Ginger Kitten – Parmesan,4,female,domestic short hair,ginger,"playful, talkative, friendly","female ginger kitten
an almost palm size ginger kitten was spotted alone in a garden & hiding among bushes under rainy weather. she finally landed on a patio sofa resting on 26 december 2022 night, effort was made through food luring and a box which got her into safer hands on the next day. a kind fosterer was willing to house her & after vet check, she was estimated to be 8 weeks old, now she is almost ready for home!
parmesan

• 4.5 months (est. 19 weeks)

• female ginger tabby, domestic short hair

• have completed all 3 doses of vaccinations

• dewormed

• completed 4 rounds of revolution (no fleas/ticks/mites)

• will be spayed without ear tip before rehome (including fiv/felv test certification & microchip) in april 2023

• litter trained

• can be vocal for sayang and playtime

• play and food is her life!

• can play, play, play, play

• love most teasers and vertical height

• little explorer who warm up fast

• good with showers, nail-clipping, ear-cleaning

• currently on full wet food (ziwipeak & raw)

• currently living in multi-cats household

• suitable for existing cat household with mild temperament

• single cat household or new owners welcome

• no adoption fee, original vet fees to reimburse est. $300<
if you would like to get to know more about parmesan or willing to provide her a lifetime of yummies & castle of toys, please fill up comprehensive questionnaire and i will be in touch.
click here to fill up questionnaire.


thank you very much.",True,False,False,True,False,False,False,False,True,False,False,False,kitten,high energy,loves attention,sweet,2,neutral,yes,neutral,neutral,no preference,owned,no allergies,yes,2023-05-15T02:51:43.872Z,2023-05-15T02:51:43.872Z
146,95b5854f-3b10-48ad-a3f4-d45899e8d837,1681491523-240,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491523-240.jpg,Chacha,120,female,domestic short hair,white,"playful, curious, talkative, friendly","chacha is a manja female siamese tabby (sterilised) who is around 10 years old, but is often mistaken as a kitten due to her small size at about 3kg. shy with strangers at first, she becomes talkative, approachable and friendly after she recognises your scent.
one to play with everyday household objects instead of toys bought for her, chacha can also be quite the lazybum on the top of our fridge or random boxes.
unfortunately, i have to let her go as my new family members are allergic (asthmatic).
if you are open to cat proofing your home to welcome this cat, feel free to whatsapp me for more details. i deeply hope for chacha to be rehomed with a new loving family. thank you!",True,False,True,True,False,False,False,False,True,False,False,False,senior,high energy,loves attention,sweet,2,neutral,neutral,neutral,neutral,no preference,owned,no allergies,yes,2023-05-15T02:51:14.139Z,2023-05-15T02:51:14.139Z
147,a1d57312-b96c-45b0-87bc-3220f606d2ec,1681491299-140,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491299-140.jpg,Spiderboy,9,male,domestic short hair,tabby,"playful, active","spiderboy! he has been rehomed before but had to be given up due to unforeseen circumstances and looking for a final permanent home where he can call his forever. spiderboy is a weird kid who has mega zoomies post litterbox time. he enjoys having company and will snuggle up to you (sometimes whenever he wants to). he likes to grumble when manhandled. give him some feathers and lasers to chase around and he will burn off his energy then find a cozy place to nap. with a good bedtime routine, he will settle in throughout the night. he’s full of zest and life and is kinda looks like a savannah cat. wild boii.
we find that he likes to play with other cats but he might be too energetic for their liking so he does ok solo too or if the other cat is as energetic and sociable too. he will entertain you with his antics endlessly. as with all pet cats, commitment is expected to prepare the home to make it suited to the characteristics of the cat!



the following guidelines must be strictly followed:

primary adopter should be financially stable, and every member of the household should be agreeable to the adoption.
he must be kept strictly indoors, meaning all your windows and gate must be secured with mesh.
he must be provided good quality food and regular vet care. he has to be sterilised at 6 months.
adoption house visit, fees and contract apply

if you are interested, please fill in this
 adoption questionnaire
t
 and send it to over to 9011 6891 by whatsapp only.
adoption procedure:

preliminary review via whatsapp/email
potential adopters visit the fosters to meet the kittens (per covid-19 regulations)
if potential adopter is interested to adopt the kittens, they are to cat proof their house (meshing of windows/gates)
foster to do a house visit to ensure that the potential adopter’s house is cat proofed (per covid-19 regulations)
if everything is in place, potential adopters can make final preparations to welcome kittens (purchase food, litter, etc)
transfer of kittens would be made, adoption contract signed, and adoption fees paid
foster and adopters to keep in touch for any questions/issues that might arise.",True,True,False,False,False,False,False,False,False,False,False,False,kitten,high energy,neutral,neutral,2,neutral,neutral,neutral,neutral,no preference,owned,no allergies,yes,2023-05-15T02:51:30.848Z,2023-05-15T02:51:30.848Z
